INSTNM,STABBR,LATITUDE,LONGITUDE,LOCALE,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4,COUNT_WNE_3YR,COUNT_NWNE_3YR,EMPLOYMENT RATE,Rank_Tuition,Rank_Grad_Rate,Rank_Employment_Rate,Tuition_Avg
CUNY City College,NY,40.819846000000005,-73.948542,11.0,7140.0,14810.0,0.5532,1971.0,141.0,0.9332386363636364,0.1831708568496665,0.4549156486329261,0.6853396901072706,10975.0
CUNY Graduate School and University Center,NY,40.748612,-73.983822,11.0,,,,378.0,37.0,0.9108433734939759,,,0.8241954707985697,
CUNY Hunter College,NY,40.768669,-73.964795,11.0,7182.0,14852.0,0.5619,2544.0,228.0,0.9177489177489178,0.18676244227809133,0.4421175101803374,0.7932061978545888,11017.0
CUNY John Jay College of Criminal Justice,NY,40.770351,-73.98841,11.0,7270.0,14940.0,0.4643,2862.0,158.0,0.947682119205298,0.19343252950230888,0.6044211751018034,0.5232419547079857,11105.0
CUNY Lehman College,NY,40.872962,-73.895379,11.0,7210.0,14880.0,0.4897,2085.0,108.0,0.9507523939808481,0.1888147768086198,0.5561372891215823,0.47735399284862934,11045.0
CUNY Medgar Evers College,NY,40.666256,-73.957076,11.0,7152.0,14822.0,0.1275,608.0,37.0,0.9426356589147287,0.1836839404822986,0.9773123909249564,0.5840286054827175,10987.0
CUNY New York City College of Technology,NY,40.695483,-73.98785600000001,11.0,7120.0,14790.0,0.1747,1719.0,124.0,0.9327183939229517,0.18163160595177014,0.956369982547993,0.6918951132300357,10955.0
CUNY Queens College,NY,40.735182,-73.816098,11.0,7338.0,15008.0,0.5536,2577.0,197.0,0.9289834174477289,0.1965110312981016,0.4537521815008726,0.7222884386174017,11173.0
CUNY York College,NY,40.701576,-73.796313,11.0,7158.0,14828.0,0.3012,1091.0,84.0,0.9285106382978724,0.18471010774756286,0.8382780686445608,0.7258641239570918,10993.0
D'Youville College,NY,42.902636,-78.89086800000001,11.0,26750.0,26750.0,0.5971,370.0,7.0,0.9814323607427056,0.6428937916880452,0.36881908086096565,0.04529201430274136,26750.0
Daemen College,NY,42.965605,-78.788111,21.0,28580.0,28580.0,0.5685,486.0,9.0,0.9818181818181818,0.6788096459722934,0.4293193717277487,0.04290822407628129,28580.0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NY,40.60049,-73.743901,11.0,11750.0,11750.0,0.5238,,,,0.2180605438686506,0.5014543339150669,,11750.0
Dominican College of Blauvelt,NY,41.047419,-73.95055500000001,21.0,29000.0,29000.0,0.4266,385.0,11.0,0.9722222222222222,0.6865059004617753,0.6678301337987201,0.1394517282479142,29000.0
Elmira College,NY,42.0961,-76.813459,13.0,41900.0,41900.0,0.6785,342.0,11.0,0.9688385269121813,0.8758337609030272,0.2414194299011053,0.18831942789034564,41900.0
Fashion Institute of Technology,NY,40.74731,-73.994781,11.0,5740.0,15520.0,0.7785,2574.0,161.0,0.9411334552102376,0.17188301693175986,0.12449098312972659,0.6090584028605482,10630.0
Five Towns College,NY,40.794506,-73.369348,21.0,21280.0,21280.0,0.5057,205.0,23.0,0.8991228070175439,0.5510518214468958,0.5299592786503782,0.863528009535161,21280.0
Fordham University,NY,40.859353999999996,-73.882705,11.0,52687.0,52687.0,0.8332,1986.0,143.0,0.9328323156411461,0.9610056439199589,0.08086096567771961,0.6901072705601907,52687.0
Hamilton College,NY,43.050245000000004,-75.40819499999999,22.0,54620.0,54620.0,0.9254,301.0,14.0,0.9555555555555556,0.978450487429451,0.02036067481093659,0.4058402860548272,54620.0
Hartwick College,NY,42.457599,-75.07199399999999,33.0,45510.0,45510.0,0.5843,325.0,3.0,0.9908536585365854,0.909697280656747,0.3973240255962769,0.005363528009535161,45510.0
Helene Fuld College of Nursing,NY,40.802495,-73.94335600000001,11.0,,,,192.0,4.0,0.9795918367346939,,,0.056615017878426696,
Hilbert College,NY,42.75464,-78.820257,21.0,22350.0,22350.0,0.5934,343.0,8.0,0.9772079772079773,0.5695228322216521,0.3775450843513671,0.08581644815256258,22350.0
Hobart William Smith Colleges,NY,42.858131,-76.985516,32.0,55255.0,55255.0,0.7817,442.0,24.0,0.9484978540772532,0.986659825551565,0.12041884816753927,0.5125148986889154,55255.0
Hofstra University,NY,40.715959000000005,-73.60078,21.0,45700.0,45700.0,0.6256,1554.0,79.0,0.9516227801592162,0.9117496151872755,0.32577079697498545,0.466030989272944,45700.0
Houghton College,NY,42.426137,-78.155426,43.0,32488.0,32488.0,0.7112,145.0,7.0,0.9539473684210527,0.7506413545407902,0.19837114601512507,0.4272943980929678,32488.0
Iona College,NY,40.925725,-73.788046,21.0,38812.0,38812.0,0.6676,768.0,39.0,0.9516728624535316,0.840430990251411,0.25538103548574753,0.464839094159714,38812.0
Ithaca College,NY,42.422154,-76.494136,23.0,43978.0,43978.0,0.7871,1468.0,43.0,0.971542025148908,0.896870189840944,0.11751018033740547,0.15256257449344457,43978.0
Jamestown Business College,NY,42.095452,-79.249601,32.0,12645.0,12645.0,0.4928,151.0,9.0,0.94375,0.2550025654181632,0.5497382198952879,0.5744934445768772,12645.0
Jewish Theological Seminary of America,NY,40.811892,-73.96058199999999,11.0,56778.0,56778.0,0.8158,26.0,1.0,0.9629629629629629,0.9974345818368394,0.09482257126236183,0.28545887961859356,56778.0
The Juilliard School,NY,40.773725,-73.982913,11.0,45110.0,45110.0,0.8796,69.0,4.0,0.9452054794520548,0.905079527963058,0.04537521815008726,0.5572109654350417,45110.0
Kehilath Yakov Rabbinical Seminary,NY,41.220521000000005,-73.814887,41.0,9800.0,9800.0,0.6667,14.0,6.0,0.7,0.14468958440225757,0.2559627690517743,0.9702026221692491,9800.0
Keuka College,NY,42.615253,-77.090562,32.0,32044.0,32044.0,0.5331,348.0,10.0,0.9720670391061452,0.7419189327860441,0.48458406050029085,0.14183551847437426,32044.0
LIM College,NY,40.759865000000005,-73.975054,11.0,27030.0,27030.0,0.5898,453.0,15.0,0.967948717948718,0.6480246280143663,0.3833624200116347,0.20023837902264602,27030.0
Le Moyne College,NY,43.049192,-76.090435,21.0,34625.0,34625.0,0.7519,732.0,22.0,0.9708222811671088,0.7875833760903027,0.15066899360093078,0.1626936829558999,34625.0
Machzikei Hadath Rabbinical College,NY,40.627937,-73.988378,11.0,11500.0,11500.0,0.2917,17.0,10.0,0.6296296296296297,0.21139045664443304,0.8510762070971495,0.9845053635280095,11500.0
Manhattan College,NY,40.889756,-73.901893,11.0,42608.0,42608.0,0.7352,808.0,29.0,0.965352449223417,0.8825038481272447,0.16812100058173357,0.24374255065554232,42608.0
Manhattan School of Music,NY,40.812312,-73.961334,11.0,47300.0,47300.0,0.7791,58.0,2.0,0.9666666666666667,0.9245767060030785,0.12390924956369982,0.22288438617401668,47300.0
Manhattanville College,NY,41.032187,-73.715645,21.0,38820.0,38820.0,0.5932,395.0,14.0,0.9657701711491442,0.8409440738840431,0.37812681791739383,0.23420738974970204,38820.0
Maria College of Albany,NY,42.657789,-73.806287,13.0,15140.0,15140.0,0.1154,172.0,3.0,0.9828571428571429,0.3745510518214469,0.9808027923211169,0.033373063170441,15140.0
Marist College,NY,41.720937,-73.935484,21.0,39600.0,39600.0,0.8279,1426.0,46.0,0.96875,0.8512057465366855,0.08493310063990692,0.18891537544696066,39600.0
Marymount Manhattan College,NY,40.768786999999996,-73.959767,11.0,33778.0,33778.0,0.4772,423.0,24.0,0.9463087248322147,0.7732170343766034,0.5770796974985457,0.5435041716328963,33778.0
Medaille College,NY,42.92856,-78.855941,11.0,29500.0,29500.0,0.3678,79.0,3.0,0.9634146341463414,0.6947152385838892,0.7510180337405469,0.2789034564958284,29500.0
Mercy College,NY,41.021626,-73.874447,21.0,19042.0,19042.0,0.43799999999999994,1473.0,116.0,0.9269981120201385,0.5094920472036942,0.6497963932518906,0.7371871275327772,19042.0
Mesivta Torah Vodaath Rabbinical Seminary,NY,40.6382,-73.96939499999999,11.0,11960.0,11960.0,0.2857,6.0,3.0,0.6666666666666666,0.22780913288866086,0.8609656777196044,0.9809296781883194,11960.0
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,NY,40.635236,-73.979327,11.0,9450.0,9450.0,0.6667,,,,0.1375064135454079,0.2559627690517743,,9450.0
Mesivtha Tifereth Jerusalem of America,NY,40.713812,-73.991271,11.0,11500.0,11500.0,0.0,,,,0.21139045664443304,1.0,,11500.0
Mirrer Yeshiva Cent Institute,NY,40.605043,-73.966049,11.0,8570.0,8570.0,0.0227,,,,0.11800923550538737,0.9988365328679465,,8570.0
Molloy College,NY,40.685941,-73.626183,21.0,31490.0,31490.0,0.7522,949.0,23.0,0.9763374485596708,0.7311441765007696,0.15008726003490402,0.09475566150178784,31490.0
Monroe College,NY,40.864459000000004,-73.900215,11.0,15428.0,15428.0,0.5304,2873.0,206.0,0.9330951607664826,0.3827603899435608,0.49040139616055844,0.6859356376638855,15428.0
Mount Saint Mary College,NY,41.513872,-74.01265500000001,13.0,31118.0,31118.0,0.5659,546.0,18.0,0.9680851063829787,0.7249871729091842,0.4339732402559628,0.19904648390941598,31118.0
College of Mount Saint Vincent,NY,40.913657,-73.908887,11.0,38180.0,38180.0,0.5144,447.0,18.0,0.9612903225806452,0.8342739866598256,0.5171611401977894,0.3176400476758045,38180.0
Nazareth College,NY,43.101576,-77.518579,21.0,34505.0,34505.0,0.6589,542.0,15.0,0.9730700179533214,0.7855310415597743,0.27108784176847006,0.13110846245530394,34505.0
The New School,NY,40.735508,-73.997114,11.0,49064.0,49064.0,0.7164,1241.0,138.0,0.8999274836838289,0.935351462288353,0.19022687609075042,0.8611442193087009,49064.0
New York University,NY,40.729452,-73.997264,11.0,51828.0,51828.0,0.8519,4645.0,350.0,0.92992992992993,0.952796305797845,0.06573589296102385,0.7115613825983313,51828.0
Niagara University,NY,43.137279,-79.036689,21.0,33180.0,33180.0,0.7069,797.0,25.0,0.9695863746958637,0.7634684453565931,0.20418848167539266,0.1764004767580453,33180.0
New York Institute of Technology,NY,40.812447,-73.6078,21.0,36890.0,36890.0,0.51,421.0,23.0,0.9481981981981982,0.8173422267829656,0.5235602094240838,0.5154946364719905,36890.0
New York School of Interior Design,NY,40.768615000000004,-73.962404,11.0,24834.0,24834.0,0.625,22.0,3.0,0.88,0.6136480246280144,0.3263525305410122,0.9082240762812872,24834.0
Nyack College,NY,40.705756,-74.015628,11.0,25350.0,25350.0,0.4216,354.0,29.0,0.9242819843342036,0.6228835300153925,0.6771378708551483,0.7508939213349225,25350.0
Ohr Hameir Theological Seminary,NY,41.268725,-73.88979300000001,21.0,11750.0,11750.0,1.0,,,,0.2180605438686506,0.0005817335660267597,,11750.0
Pace University,NY,40.711014,-74.004719,11.0,45280.0,45280.0,0.5579,1837.0,84.0,0.9562727745965642,0.9066187788609543,0.4467713787085515,0.39392133492252684,45280.0
Paul Smiths College of Arts and Science,NY,44.433965,-74.252675,42.0,28452.0,28452.0,0.5106,198.0,5.0,0.9753694581280788,0.6741918932786044,0.522978475858057,0.10429082240762813,28452.0
Plaza College,NY,40.714894,-73.83115600000001,11.0,12450.0,12450.0,0.6352,284.0,44.0,0.8658536585365854,0.24679322729604924,0.30948225712623617,0.9243146603098927,12450.0
Davis College,NY,42.10601,-75.967044,22.0,17150.0,17150.0,0.5854,54.0,3.0,0.9473684210526315,0.4391995895330939,0.3944153577661431,0.5274135876042908,17150.0
Pratt Institute-Main,NY,40.691297,-73.96431,11.0,51870.0,51870.0,0.7215,698.0,65.0,0.9148099606815203,0.9543355566957414,0.18440954043048283,0.8039332538736591,51870.0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,NY,40.618466999999995,-73.963702,11.0,12450.0,12450.0,0.3784,,,,0.24679322729604924,0.7347294938917975,,12450.0
Rabbinical College Bobover Yeshiva Bnei Zion,NY,40.631954,-73.985026,11.0,7750.0,7750.0,0.8667,42.0,15.0,0.7368421052631579,0.10210364289379169,0.05410122164048865,0.964243146603099,7750.0
Rabbinical College Beth Shraga,NY,41.114115999999996,-74.07258,21.0,13550.0,13550.0,0.0667,,,,0.3099025141097999,0.9936009307737056,,13550.0
Rabbinical College of Long Island,NY,40.586427,-73.670238,21.0,8800.0,8800.0,,,,,0.12365315546434069,,,8800.0
Rabbinical Seminary of America,NY,40.723079999999996,-73.817161,11.0,9800.0,9800.0,0.2688,,,,0.14468958440225757,0.8778359511343804,,9800.0
Rensselaer Polytechnic Institute,NY,42.729978,-73.67664599999999,13.0,53880.0,53880.0,0.862,1259.0,45.0,0.9654907975460123,0.9707542329399692,0.05759162303664921,0.24076281287246723,53880.0
Roberts Wesleyan College,NY,43.125755,-77.798498,21.0,31568.0,31568.0,0.6809999999999999,411.0,6.0,0.9856115107913669,0.732683427398666,0.23734729493891799,0.02264600715137068,31568.0
Rochester Institute of Technology,NY,43.084188,-77.67385999999999,21.0,42345.0,42345.0,0.6748,2607.0,106.0,0.9609288610394398,0.8809645972293484,0.2443280977312391,0.3200238379022646,42345.0
University of Rochester,NY,43.126397,-77.631202,12.0,53909.0,53909.0,0.8613,1102.0,57.0,0.9508196721311475,0.9712673165726013,0.059336823734729496,0.4761620977353993,53909.0
Russell Sage College,NY,42.72822,-73.693711,13.0,30857.0,30857.0,0.6241,464.0,16.0,0.9666666666666667,0.7183170856849667,0.3275159976730657,0.22288438617401668,30857.0
St Bonaventure University,NY,42.080191,-78.481107,33.0,34331.0,34331.0,0.6845,427.0,10.0,0.977116704805492,0.7834787070292457,0.2344386271087842,0.08760429082240763,34331.0
St Francis College,NY,40.693228000000005,-73.992164,11.0,26188.0,26188.0,0.547,458.0,32.0,0.9346938775510204,0.6351975371985633,0.46480511925538104,0.6769964243146603,26188.0
St Lawrence University,NY,44.589878999999996,-75.161343,33.0,54846.0,54846.0,0.8175,478.0,17.0,0.9656565656565657,0.9820420728578758,0.09365910413030831,0.23778307508939214,54846.0
The College of Saint Rose,NY,42.664297,-73.786661,13.0,32574.0,32574.0,0.6068,879.0,25.0,0.9723451327433629,0.7521806054386865,0.34904013961605584,0.13885578069129917,32574.0
St. Thomas Aquinas College,NY,41.041576,-73.936799,21.0,31950.0,31950.0,0.5478,353.0,14.0,0.9618528610354223,0.7398665982555156,0.4630599185573008,0.3069129916567342,31950.0
Sarah Lawrence College,NY,40.9355,-73.843727,21.0,55900.0,55900.0,0.7326,263.0,34.0,0.8855218855218855,0.9928168291431503,0.16928446771378708,0.8969010727056019,55900.0
Sh'or Yoshuv Rabbinical College,NY,40.605227,-73.740085,21.0,9460.0,9460.0,0.0833,,,,0.13801949717804002,0.9912739965095986,,9460.0
Siena College,NY,42.717602,-73.7526,21.0,36975.0,36975.0,0.7408,784.0,17.0,0.978776529338327,0.8193945613134941,0.16055846422338568,0.066746126340882,36975.0
Skidmore College,NY,43.097035,-73.785335,23.0,54420.0,54420.0,0.8624,392.0,27.0,0.9355608591885441,0.9758850692662904,0.0564281559045957,0.6698450536352801,54420.0
St. Joseph's College-New York,NY,40.690418,-73.967664,11.0,27830.0,27830.0,0.6847,1097.0,47.0,0.958916083916084,0.6629040533606978,0.2338568935427574,0.3539928486293206,27830.0
St. Joseph's College-Long Island,NY,40.775933,-73.024661,21.0,27840.0,27840.0,0.6845,1097.0,47.0,0.958916083916084,0.6634171369933299,0.2344386271087842,0.3539928486293206,27840.0
Saint John Fisher College,NY,43.116259,-77.513056,21.0,34310.0,34310.0,0.7284,920.0,23.0,0.975609756097561,0.7819394561313494,0.17452006980802792,0.10131108462455304,34310.0
St John's University-New York,NY,40.722522999999995,-73.796104,11.0,41760.0,41760.0,0.6079,2533.0,143.0,0.9465620328849028,0.8742945100051308,0.34787667248400234,0.5381406436233611,41760.0
SUNY College of Technology at Alfred,NY,42.255262,-77.794632,33.0,8570.0,15395.0,0.5561,1333.0,41.0,0.970160116448326,0.2288353001539251,0.44851657940663175,0.16746126340882003,11982.5
SUNY College of Technology at Canton,NY,44.604096000000006,-75.182906,33.0,8389.0,12379.0,0.3974,1018.0,43.0,0.9594721960414703,0.16572601334017445,0.7068062827225131,0.3462455303933254,10384.0
SUNY College of Technology at Delhi,NY,42.269859000000004,-74.924612,33.0,8360.0,12330.0,0.4374,815.0,26.0,0.9690844233055886,0.1641867624422781,0.6509598603839442,0.18474374255065554,10345.0
SUNY College of Agriculture and Technology at Cobleskill,NY,42.672534000000006,-74.49825799999999,32.0,8654.0,18434.0,0.4041,619.0,25.0,0.9611801242236024,0.30887634684453563,0.6992437463641652,0.31883194278903454,13544.0
Farmingdale State College,NY,40.754224,-73.42832,21.0,8306.0,18086.0,0.4966,712.0,27.0,0.9634641407307172,0.2842483324781939,0.5427574171029669,0.27830750893921335,13196.0
SUNY Morrisville,NY,42.893962,-75.64058299999999,42.0,8670.0,18720.0,0.3333,592.0,26.0,0.9579288025889967,0.3201641867624423,0.7998836532867947,0.3700834326579261,13695.0
SUNY at Albany,NY,42.685489000000004,-73.824662,13.0,10011.0,26851.0,0.6362,3119.0,165.0,0.9497563946406821,0.49409953822473063,0.3065735892961024,0.4928486293206198,18431.0
Binghamton University,NY,42.087868,-75.966889,22.0,9808.0,26648.0,0.8143,2543.0,127.0,0.952434456928839,0.4843509492047204,0.09598603839441536,0.4511323003575685,18228.0
University at Buffalo,NY,43.000941999999995,-78.789458,21.0,10099.0,27769.0,0.7552,3959.0,203.0,0.9512253724171071,0.5064135454079015,0.14485165794066318,0.46781883194278906,18934.0
Stony Brook University,NY,40.91476,-73.12046,21.0,9625.0,27295.0,0.7378,3166.0,230.0,0.9322732626619552,0.495638789122627,0.16346713205351948,0.6942789034564958,18460.0
SUNY College of Environmental Science and Forestry,NY,43.034765,-76.138724,12.0,8874.0,18654.0,0.7716,484.0,16.0,0.968,0.323242688558235,0.1303083187899942,0.199642431466031,13764.0
SUNY Polytechnic Institute,NY,43.137701,-75.22984100000001,22.0,8238.0,18018.0,0.5657,507.0,20.0,0.9620493358633776,0.280143663417137,0.43455497382198954,0.30512514898688914,13128.0
SUNY College at Brockport,NY,43.211926,-77.947188,31.0,8412.0,18192.0,0.6547,1832.0,53.0,0.9718832891246685,0.2914315033350436,0.27690517742873766,0.1436233611442193,13302.0
SUNY Buffalo State,NY,42.933832,-78.882125,11.0,8210.0,17990.0,0.4771,2297.0,107.0,0.9554908485856906,0.27911749615187276,0.5776614310645725,0.4070321811680572,13100.0
SUNY Cortland,NY,42.598022,-76.18865500000001,32.0,8536.0,18316.0,0.7140000000000001,1497.0,36.0,0.9765166340508806,0.3011800923550539,0.1948807446189645,0.09415971394517282,13426.0
SUNY at Fredonia,NY,42.452236,-79.337375,32.0,8488.0,18268.0,0.6211,1244.0,33.0,0.9741581832419733,0.297588506926629,0.33158813263525305,0.1162097735399285,13378.0
SUNY College at Geneseo,NY,42.796645,-77.821894,32.0,8651.0,18431.0,0.8085,728.0,32.0,0.9578947368421052,0.30836326321190355,0.09947643979057591,0.3706793802145411,13541.0
State University of New York at New Paltz,NY,41.740936,-74.082188,21.0,8254.0,18034.0,0.7645,1442.0,74.0,0.9511873350923483,0.2806567470497691,0.1372891215823153,0.4690107270560191,13144.0
SUNY Oneonta,NY,42.468861,-75.063632,33.0,8421.0,17871.0,0.7587,1354.0,50.0,0.9643874643874644,0.28116983068240126,0.14077952297847585,0.26102502979737785,13146.0
SUNY College at Oswego,NY,43.454287,-76.540798,32.0,8440.0,18220.0,0.6354,1823.0,73.0,0.9614978902953587,0.29297075423293995,0.3089005235602094,0.3134684147794994,13330.0
SUNY College at Potsdam,NY,44.662147999999995,-74.973815,33.0,8462.0,18242.0,0.5583,736.0,37.0,0.9521345407503234,0.2939969214982042,0.44618964514252474,0.4570917759237187,13352.0
SUNY at Purchase College,NY,41.047222999999995,-73.701955,21.0,8698.0,18478.0,0.6277,1071.0,76.0,0.9337401918047079,0.3124679322729605,0.3222803955788249,0.6823599523241954,13588.0
SUNY College at Old Westbury,NY,40.799021,-73.571907,21.0,8143.0,17923.0,0.4721,638.0,37.0,0.9451851851851852,0.27706516162134426,0.5869691681210005,0.5578069129916567,13033.0
SUNY College at Plattsburgh,NY,44.69293,-73.466536,32.0,8369.0,18149.0,0.6805,1290.0,45.0,0.9662921348314607,0.2883530015392509,0.23792902850494474,0.22824791418355184,13259.0
SUNY Downstate Health Sciences University,NY,40.653855,-73.94553499999999,11.0,,,,181.0,2.0,0.9890710382513661,,,0.010131108462455305,
SUNY Empire State College,NY,43.077283,-73.782484,23.0,7405.0,17185.0,0.2595,1796.0,192.0,0.903420523138833,0.23858388917393536,0.8859802210587551,0.8480333730631704,12295.0
SUNY Maritime College,NY,40.807217,-73.795309,11.0,8283.0,18063.0,0.6626,395.0,9.0,0.9777227722772277,0.28270908158029756,0.2629435718440954,0.07985697258641239,13173.0
Upstate Medical University,NY,43.041819,-76.14000899999999,12.0,,,,175.0,4.0,0.9776536312849162,,,0.08045292014302742,
Syracuse University,NY,43.040176,-76.136975,12.0,51853.0,51853.0,0.8285,3481.0,145.0,0.9600110314396029,0.9538224730631093,0.08435136707388016,0.33730631704410013,51853.0
Talmudical Seminary Oholei Torah,NY,40.670089000000004,-73.945759,11.0,9800.0,9800.0,0.2687,,,,0.14468958440225757,0.8784176847004073,,9800.0
Talmudical Institute of Upstate New York,NY,43.147062,-77.574943,12.0,6150.0,6150.0,0.25,,,,0.05797845048742945,0.8923792902850495,,6150.0
Torah Temimah Talmudical Seminary,NY,40.635979999999996,-73.971994,11.0,11050.0,11050.0,0.2115,,,,0.1893278604412519,0.9272833042466551,,11050.0
Touro College,NY,40.753199,-73.98940400000001,11.0,19870.0,19870.0,0.4689,1227.0,148.0,0.8923636363636364,0.5269368907131863,0.5933682373472949,0.8855780691299165,19870.0
Trocaire College,NY,42.846693,-78.812398,11.0,17650.0,17650.0,0.272,63.0,2.0,0.9692307692307692,0.4628014366341714,0.8743455497382199,0.18176400476758045,17650.0
Excelsior College,NY,42.705487,-73.862981,13.0,,,,838.0,56.0,0.9373601789709173,,,0.6501787842669845,
Union College,NY,42.818096999999995,-73.928788,13.0,55290.0,55290.0,0.8799,384.0,17.0,0.9576059850374065,0.987172909184197,0.0447934845840605,0.37544696066746125,55290.0
United Talmudical Seminary,NY,40.705687,-73.959113,11.0,13962.0,13962.0,0.523,156.0,50.0,0.7572815533980582,0.3304258594150847,0.5043630017452007,0.9624553039332538,13962.0
United States Merchant Marine Academy,NY,40.81357,-73.76300400000001,21.0,1080.0,1080.0,0.8428,137.0,5.0,0.9647887323943662,0.001026167265264238,0.07388016288539849,0.25446960667461266,1080.0
United States Military Academy,NY,41.390479,-73.956603,31.0,,,0.8517,,,,,0.06631762652705062,,
Utica College,NY,43.096213,-75.27291600000001,13.0,21382.0,21382.0,0.5426,790.0,15.0,0.9813664596273292,0.5531041559774243,0.47178592204770214,0.045887961859356376,21382.0
Vassar College,NY,41.686895,-73.895088,21.0,56960.0,56960.0,0.9193,469.0,51.0,0.9019230769230769,0.9989738327347357,0.02385107620709715,0.8563766388557806,56960.0
Villa Maria College,NY,42.91223,-78.796823,13.0,23010.0,23010.0,0.3714,94.0,2.0,0.9791666666666666,0.5859415084658799,0.7446189645142525,0.06197854588796186,23010.0
School of Visual Arts,NY,40.738809,-73.982359,11.0,39900.0,39900.0,0.7226,738.0,88.0,0.8934624697336562,0.853771164699846,0.18382780686445607,0.8825983313468415,39900.0
Wagner College,NY,40.615588,-74.092913,11.0,47090.0,47090.0,0.6901,553.0,11.0,0.9804964539007093,0.9230374551051821,0.2280395578824898,0.04946364719904649,47090.0
Webb Institute,NY,40.884444,-73.644909,21.0,50175.0,50175.0,0.7273,8.0,2.0,0.8,0.9435608004104669,0.1762652705061082,0.9529201430274136,50175.0
Wells College,NY,42.742943,-76.696028,42.0,40700.0,40700.0,0.6041,120.0,7.0,0.9448818897637795,0.8630066700872242,0.35602094240837695,0.5619785458879618,40700.0
The College of Westchester,NY,41.033687,-73.78440400000001,13.0,21015.0,21015.0,0.5,353.0,36.0,0.9074550128534704,0.5479733196511031,0.5386852821407795,0.8355184743742551,21015.0
Yeshiva Karlin Stolin,NY,40.624918,-73.983373,11.0,12800.0,12800.0,0.6129,20.0,9.0,0.6896551724137931,0.26218573627501285,0.34205933682373474,0.9725864123957092,12800.0
Yeshiva Derech Chaim,NY,40.636889000000004,-73.97975699999999,11.0,12100.0,12100.0,0.1905,6.0,10.0,0.375,0.23293996921498203,0.9424083769633508,1.0,12100.0
Yeshiva of Nitra Rabbinical College,NY,41.232287,-73.748104,21.0,8500.0,8500.0,0.1647,39.0,15.0,0.7222222222222222,0.11749615187275526,0.9604421175101804,0.966030989272944,8500.0
Yeshiva Shaar Hatorah,NY,40.703795,-73.834252,11.0,15760.0,15760.0,0.2759,,,,0.3919958953309389,0.8708551483420593,,15760.0
Yeshiva University,NY,40.850605,-73.929873,11.0,43500.0,43500.0,0.8311,223.0,27.0,0.892,0.8912262698819907,0.08202443280977312,0.8873659117997617,43500.0
Yeshivath Viznitz,NY,41.114682,-74.070243,21.0,10100.0,10100.0,0.7524,78.0,17.0,0.8210526315789474,0.15495125705489995,0.14950552646887724,0.9469606674612634,10100.0
Yeshivath Zichron Moshe,NY,41.73048,-74.62182299999999,32.0,13450.0,13450.0,0.5294,,,,0.3042585941508466,0.4927283304246655,,13450.0
Appalachian State University,NC,36.215536,-81.680583,32.0,7364.0,22171.0,0.7204,3411.0,134.0,0.9622002820874471,0.36018471010774755,0.18673647469458987,0.3045292014302741,14767.5
Barton College,NC,35.734376,-77.91386700000001,31.0,30880.0,30880.0,0.5174,305.0,10.0,0.9682539682539683,0.7193432529502309,0.5125072716695753,0.19845053635280097,30880.0
Belmont Abbey College,NC,35.260651,-81.041315,22.0,18500.0,18500.0,0.4433,317.0,19.0,0.9434523809523809,0.4961518727552591,0.641652123327516,0.5774731823599524,18500.0
Bennett College,NC,36.067531,-79.77998000000001,11.0,18513.0,18513.0,0.3209,87.0,5.0,0.9456521739130435,0.4976911236531555,0.8132635253054101,0.5500595947556615,18513.0
Brevard College,NC,35.236763,-82.72949399999999,31.0,28640.0,28640.0,0.3349,131.0,8.0,0.9424460431654677,0.6798358132375577,0.7993019197207679,0.5882002383790227,28640.0
Cabarrus College of Health Sciences,NC,35.440038,-80.600824,13.0,13194.0,13194.0,0.6875,185.0,5.0,0.9736842105263158,0.28373524884556184,0.2286212914485166,0.1233611442193087,13194.0
Campbell University,NC,35.409149,-78.738238,31.0,32500.0,32500.0,0.5293,798.0,37.0,0.9556886227544911,0.7511544381734223,0.49331006399069227,0.40405244338498214,32500.0
Catawba College,NC,35.691443,-80.48275100000001,22.0,30520.0,30520.0,0.4628,356.0,15.0,0.9595687331536388,0.7152385838891739,0.6084933100639907,0.3420738974970203,30520.0
Chowan University,NC,36.436258,-77.099141,32.0,24980.0,24980.0,0.28600000000000003,181.0,6.0,0.9679144385026738,0.6167265264238071,0.8603839441535777,0.20083432657926104,24980.0
Davidson College,NC,35.499767,-80.843979,21.0,51447.0,51447.0,0.8957,199.0,22.0,0.9004524886877828,0.9507439712673166,0.034904013961605584,0.8599523241954709,51447.0
Duke University,NC,36.001135,-78.937624,11.0,55695.0,55695.0,0.9562,1463.0,94.0,0.9396274887604368,0.9917906618778861,0.005817335660267597,0.6269368295589988,55695.0
East Carolina University,NC,35.607186,-77.368291,13.0,7188.0,23465.0,0.6452,4435.0,170.0,0.9630836047774158,0.3796818881477681,0.2891215823152996,0.2836710369487485,15326.5
Elizabeth City State University,NC,36.277978000000004,-76.21404100000001,32.0,3194.0,7194.0,0.4245,565.0,22.0,0.9625212947189097,0.03386351975371986,0.6724840023269343,0.2973778307508939,5194.0
Elon University,NC,36.104147999999995,-79.50344,22.0,35319.0,35319.0,0.8251,743.0,27.0,0.964935064935065,0.7963057978450487,0.08784176847004072,0.2526817640047676,35319.0
