INSTNM,STABBR,LATITUDE,LONGITUDE,LOCALE,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4,COUNT_WNE_3YR,COUNT_NWNE_3YR,EMPLOYMENT RATE,Rank_Tuition,Rank_Grad_Rate,Rank_Employment_Rate,Tuition_Avg
Menlo College,CA,37.453475,-122.190797,21.0,42800.0,42800.0,0.5878,118.0,7.0,0.944,0.8845561826577732,0.38801628853984876,0.5709177592371871,42800.0
Mills College,CA,37.781425,-122.182294,11.0,30257.0,30257.0,0.7356,266.0,25.0,0.9140893470790378,0.7106208311954849,0.16637579988365328,0.8110846245530393,30257.0
MiraCosta College,CA,33.190483,-117.30260600000001,21.0,1336.0,6768.0,0.2984,354.0,54.0,0.8676470588235294,0.011800923550538737,0.8406050029086678,0.9225268176400476,4052.0
Modesto Junior College,CA,37.651056,-121.00979199999999,12.0,1166.0,7358.0,0.2245,223.0,19.0,0.9214876033057852,0.018471010774756286,0.9162303664921466,0.7693682955899881,4262.0
Middlebury Institute of International Studies at Monterey,CA,36.599736,-121.897325,22.0,,,,322.0,30.0,0.9147727272727273,,,0.8051251489868891,
Mount Saint Mary's University,CA,34.085315,-118.482879,11.0,41170.0,41170.0,0.6358,761.0,31.0,0.9608585858585859,0.8676244227809133,0.3077370564281559,0.3224076281287247,41170.0
Musicians Institute,CA,34.101265000000005,-118.33758200000001,11.0,24030.0,24030.0,0.5761,,,,0.6003078501795792,0.4141942990110529,,24030.0
National University,CA,32.909894,-117.243026,11.0,13320.0,13320.0,0.3592,1694.0,119.0,0.9343629343629344,0.29245767060030786,0.7632344386271088,0.6793802145411204,13320.0
Newschool of Architecture and Design,CA,32.71331,-117.153305,11.0,27501.0,27501.0,0.375,94.0,4.0,0.9591836734693877,0.6557208825038481,0.7388016288539849,0.35101311084624554,27501.0
Notre Dame de Namur University,CA,37.517111,-122.28479399999999,21.0,35350.0,35350.0,0.4944,215.0,11.0,0.9513274336283186,0.7968188814776809,0.5462478184991274,0.46722288438617404,35350.0
Occidental College,CA,34.127124,-118.210908,11.0,54686.0,54686.0,0.8547,367.0,25.0,0.9362244897959183,0.9799897383273474,0.06340895869691682,0.6615017878426699,54686.0
Otis College of Art and Design,CA,33.956607,-118.416615,11.0,46860.0,46860.0,0.5738,263.0,32.0,0.8915254237288136,0.9204720369420215,0.41826643397324026,0.8891537544696066,46860.0
Hope International University,CA,33.87616,-117.88573000000001,21.0,33400.0,33400.0,0.4425,130.0,15.0,0.896551724137931,0.7660338635197537,0.643979057591623,0.8736591179976162,33400.0
Palo Alto University,CA,37.382216,-122.18743700000002,41.0,,,,25.0,1.0,0.9615384615384616,,,0.31287246722288437,
Pacific Oaks College,CA,34.153382,-118.151323,12.0,13688.0,13688.0,,130.0,10.0,0.9285714285714286,0.319138019497178,,0.7252681764004768,13688.0
Pacific Union College,CA,38.570584999999994,-122.440308,41.0,30060.0,30060.0,0.5498,217.0,10.0,0.9559471365638766,0.7049769112365315,0.45898778359511344,0.399880810488677,30060.0
University of the Pacific,CA,37.981424,-121.312301,11.0,48164.0,48164.0,0.7309,695.0,40.0,0.9455782312925171,0.930733709594664,0.17161140197789412,0.5512514898688915,48164.0
Pepperdine University,CA,34.037786,-118.707077,21.0,53932.0,53932.0,0.831,709.0,41.0,0.9453333333333334,0.9722934838378656,0.08260616637579989,0.5560190703218116,53932.0
Pitzer College,CA,34.104107,-117.706675,21.0,54056.0,54056.0,0.8352,128.0,19.0,0.8707482993197279,0.9733196511031298,0.07853403141361257,0.9195470798569726,54056.0
Platt College-San Diego,CA,32.763729999999995,-117.063483,11.0,17235.0,17235.0,0.6923,205.0,22.0,0.9030837004405287,0.443817342226783,0.2239674229203025,0.8492252681764004,17235.0
Point Loma Nazarene University,CA,32.718391,-117.25026499999998,11.0,35700.0,35700.0,0.7733,556.0,25.0,0.9569707401032702,0.801949717804002,0.1285631180919139,0.38498212157330153,35700.0
Pomona College,CA,34.099027,-117.714556,21.0,52780.0,52780.0,0.9373,144.0,15.0,0.9056603773584906,0.9630579784504875,0.015706806282722512,0.8420738974970202,52780.0
Santa Ana College,CA,33.759309,-117.88755800000001,11.0,1160.0,8960.0,0.24,284.0,25.0,0.919093851132686,0.03181118522319138,0.9016870273414777,0.7836710369487485,5060.0
University of Redlands,CA,34.064218,-117.163218,13.0,49504.0,49504.0,0.7393,660.0,32.0,0.953757225433526,0.9384299640841457,0.16172193135543922,0.43206197854588796,49504.0
Rio Hondo College,CA,34.019821,-118.033506,21.0,1360.0,6624.0,0.1831,190.0,16.0,0.9223300970873787,0.009235505387378143,0.9505526468877254,0.7628128724672228,3992.0
Samuel Merritt University,CA,37.82029,-122.26633100000001,11.0,,,,586.0,6.0,0.9898648648648649,,,0.008939213349225268,
San Diego Mesa College,CA,32.803825,-117.16916499999999,11.0,1144.0,7024.0,0.2449,361.0,38.0,0.9047619047619048,0.013853258081067214,0.89586969168121,0.8438617401668653,4084.0
San Diego State University,CA,32.77525,-117.071228,11.0,7488.0,19340.0,0.7409,5963.0,346.0,0.9451577112062134,0.3001539250897896,0.15997673065735893,0.5589988081048868,13414.0
University of San Diego,CA,32.770815999999996,-117.192073,11.0,49358.0,49358.0,0.8041,1088.0,69.0,0.9403630077787382,0.9374037968188815,0.10413030831879,0.6174016686531585,49358.0
San Francisco Art Institute,CA,37.803575,-122.417,11.0,46534.0,46534.0,0.4321,97.0,16.0,0.8584070796460177,0.9184197024114931,0.6579406631762653,0.932657926102503,46534.0
San Francisco Conservatory of Music,CA,37.775543,-122.42029199999999,11.0,46210.0,46210.0,0.5789,39.0,1.0,0.975,0.9168804515135968,0.41012216404886565,0.11084624553039332,46210.0
San Francisco State University,CA,37.721224,-122.476799,11.0,7260.0,19140.0,0.5489999999999999,4866.0,324.0,0.9375722543352601,0.2852744997434582,0.46131471785922046,0.6477949940405244,13200.0
University of San Francisco,CA,37.776618,-122.450477,11.0,48066.0,48066.0,0.7498,1226.0,64.0,0.9503875968992248,0.9297075423293997,0.1518324607329843,0.4797377830750894,48066.0
San Joaquin Valley College-Visalia,CA,36.328049,-119.38498100000001,41.0,,,0.5238,4216.0,405.0,0.9123566327634711,,0.5014543339150669,0.8176400476758046,
William Jessup University,CA,38.819728000000005,-121.29231200000001,41.0,33550.0,33550.0,0.5852,247.0,15.0,0.9427480916030534,0.7680861980502822,0.39499709133216987,0.5816448152562574,33550.0
San Jose State University,CA,37.336569,-121.88062099999999,11.0,7796.0,19676.0,0.6491,4828.0,231.0,0.9543388021348093,0.32170343766033865,0.2821407795229785,0.42193087008343266,13736.0
Santa Barbara Business College-Bakersfield,CA,35.359544,-119.061264,11.0,11658.0,11658.0,0.6164,364.0,28.0,0.9285714285714286,0.21549512570548998,0.3368237347294939,0.7252681764004768,11658.0
Santa Barbara Business College-Santa Maria,CA,34.937806,-120.433296,12.0,11658.0,11658.0,0.6429,128.0,10.0,0.927536231884058,0.21549512570548998,0.2920302501454334,0.734207389749702,11658.0
Santa Clara University,CA,37.348362,-121.93784,12.0,51711.0,51711.0,0.9052,1111.0,42.0,0.9635732870771899,0.9522832221652129,0.031413612565445025,0.2765196662693683,51711.0
Santa Monica College,CA,34.017022,-118.469765,13.0,1142.0,8918.0,0.2766,412.0,64.0,0.865546218487395,0.03078501795792714,0.8702734147760326,0.9249106078665077,5030.0
Scripps College,CA,34.104147,-117.711294,21.0,55024.0,55024.0,0.8809,124.0,13.0,0.9051094890510949,0.9830682401231401,0.04363001745200698,0.8432657926102503,55024.0
Shasta Bible College and Graduate School,CA,40.566034,-122.314419,13.0,12060.0,12060.0,0.1667,11.0,1.0,0.9166666666666666,0.2314007183170857,0.9592786503781268,0.799165673420739,12060.0
Shasta College,CA,40.625731,-122.317982,22.0,1185.0,6801.0,0.2012,93.0,5.0,0.9489795918367347,0.009748589020010261,0.9348458406050029,0.5053635280095352,3993.0
Simpson University,CA,40.61334,-122.332981,13.0,30200.0,30200.0,0.5986,361.0,25.0,0.9352331606217616,0.7085684966649564,0.3647469458987784,0.6722288438617402,30200.0
Skyline College,CA,37.63042,-122.467335,21.0,1461.0,8241.0,0.3519,148.0,16.0,0.9024390243902439,0.027706516162134428,0.7719604421175101,0.8533969010727056,4851.0
Saint Mary's College of California,CA,37.840731,-122.109031,21.0,47280.0,47280.0,0.7712,626.0,24.0,0.963076923076923,0.9235505387378142,0.1314717859220477,0.28426698450536353,47280.0
Solano Community College,CA,38.235881,-122.122368,22.0,1140.0,6324.0,0.28300000000000003,187.0,19.0,0.9077669902912622,0.007183170856849667,0.8627108784176847,0.834326579261025,3732.0
Sonoma State University,CA,38.340274,-122.677066,21.0,7798.0,19678.0,0.6293,1448.0,71.0,0.9532587228439763,0.32221652129297074,0.3182082606166376,0.4398092967818832,13738.0
Vanguard University of Southern California,CA,33.662686,-117.90091100000001,12.0,33720.0,33720.0,0.6437,493.0,30.0,0.9426386233269598,0.7721908671113391,0.29086678301337987,0.5834326579261025,33720.0
Southern California Institute of Architecture,CA,34.044215,-118.232799,11.0,44960.0,44960.0,0.8462,42.0,7.0,0.8571428571428571,0.9035402770651616,0.07038976148923792,0.933253873659118,44960.0
University of Southern California,CA,34.021281,-118.28416899999999,11.0,56225.0,56225.0,0.9239,3807.0,310.0,0.9247024532426524,0.9943560800410467,0.02210587550901687,0.7485101311084624,56225.0
Thomas Aquinas College,CA,34.429009,-119.08714099999999,42.0,25000.0,25000.0,0.8571,83.0,7.0,0.9222222222222223,0.6172396100564392,0.06282722513089005,0.7640047675804529,25000.0
Epic Bible College,CA,38.645152,-121.362642,21.0,9689.0,9689.0,0.0,12.0,5.0,0.7058823529411765,0.1426372498717291,1.0,0.9696066746126341,9689.0
Walden University,MN,44.98125,-93.265738,11.0,12120.0,12120.0,,1967.0,123.0,0.9411483253588516,0.23345305284761417,,0.6084624553039333,12120.0
West Los Angeles College,CA,34.004512,-118.386664,21.0,1220.0,7746.0,0.1788,98.0,18.0,0.8448275862068966,0.022575679835813236,0.9546247818499127,0.9404052443384983,4483.0
Westmont College,CA,34.450151,-119.662517,22.0,45304.0,45304.0,0.7478,253.0,11.0,0.9583333333333334,0.9071318624935865,0.15241419429901104,0.36174016686531585,45304.0
Whittier College,CA,33.978773,-118.032299,21.0,48086.0,48086.0,0.6552,350.0,24.0,0.9358288770053476,0.9302206259620318,0.2763234438627109,0.668057210965435,48086.0
Woodbury University,CA,34.208011,-118.34114699999999,11.0,39790.0,39790.0,0.5198,257.0,14.0,0.948339483394834,0.8517188301693176,0.5090168702734148,0.5131108462455304,39790.0
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,CA,34.085465,-118.34661299999999,11.0,14700.0,14700.0,0.375,31.0,8.0,0.7948717948717948,0.35761929194458697,0.7388016288539849,0.9547079856972587,14700.0
Adams State University,CO,37.473636,-105.87964199999999,33.0,9440.0,20456.0,0.2669,15.0,1.0,0.9375,0.36531554643406877,0.8807446189645143,0.6483909415971395,14948.0
University of Colorado Denver/Anschutz Medical Campus,CO,39.745149,-104.837722,11.0,9283.0,25771.0,0.4807,2321.0,138.0,0.9438796258641724,0.45407901487942537,0.5730075625363583,0.5733015494636472,17527.0
University of Colorado Colorado Springs,CO,38.892734999999995,-104.800296,11.0,8523.0,20067.0,0.4459,1538.0,94.0,0.9424019607843137,0.34427911749615187,0.6375799883653287,0.5911799761620977,14295.0
University of Colorado Boulder,CO,40.008781,-105.270823,12.0,12532.0,37286.0,0.7077,3668.0,225.0,0.9422039558181351,0.6151872755259107,0.2024432809773124,0.5935637663885578,24909.0
Colorado Christian University,CO,39.713879999999996,-105.09456000000002,12.0,31866.0,31866.0,0.516,431.0,27.0,0.9410480349344978,0.736788096459723,0.5154159394997091,0.6096543504171633,31866.0
Colorado College,CO,38.848859999999995,-104.82269699999999,11.0,55470.0,55470.0,0.8945,215.0,20.0,0.9148936170212766,0.9907644946126218,0.03606748109365911,0.8027413587604291,55470.0
Colorado Mountain College,CO,39.54636,-107.324441,33.0,2220.0,11172.0,0.2109,430.0,34.0,0.9267241379310345,0.07439712673165726,0.9278650378126818,0.7389749702026222,6696.0
Colorado School of Mines,CO,39.751443,-105.22336399999999,21.0,18964.0,38584.0,0.8019,934.0,30.0,0.9688796680497925,0.6824012314007183,0.10645724258289703,0.1871275327771156,28774.0
Colorado State University-Fort Collins,CO,40.574805,-105.08073200000001,12.0,11707.0,29608.0,0.7115,4460.0,213.0,0.9544190027819388,0.5418163160595177,0.1977894124490983,0.42073897497020263,20657.5
Colorado Technical University-Colorado Springs,CO,38.894265000000004,-104.833928,11.0,11960.0,11960.0,0.2907,4954.0,690.0,0.8777462792345854,0.22780913288866086,0.852239674229203,0.9112038140643623,11960.0
Community College of Denver,CO,39.741413,-105.001044,11.0,4750.0,15830.0,0.1329,549.0,54.0,0.9104477611940298,0.16264751154438173,0.9749854566608493,0.8253873659117997,10290.0
University of Denver,CO,39.678005,-104.96325900000001,11.0,50556.0,50556.0,0.7722,1003.0,54.0,0.9489120151371807,0.9476654694715239,0.12972658522396743,0.5065554231227652,50556.0
Fort Lewis College,CO,37.275939,-107.86742199999999,32.0,9040.0,19696.0,0.4373,642.0,47.0,0.9317851959361393,0.3478707029245767,0.6515415939499709,0.700834326579261,14368.0
Colorado Mesa University,CO,39.080643,-108.553275,13.0,8627.0,20944.0,0.3573,1311.0,71.0,0.9486251808972503,0.3606977937403797,0.7649796393251891,0.5095351609058403,14785.5
Metropolitan State University of Denver,CO,39.744202,-105.00504,11.0,7666.0,20847.0,0.2816,3538.0,216.0,0.9424613745338306,0.34120061570035914,0.8638743455497382,0.5876042908224076,14256.5
Naropa University,CO,40.014235,-105.26698700000001,12.0,31790.0,31790.0,0.4167,79.0,13.0,0.8586956521739131,0.7352488455618266,0.6823734729493892,0.932061978545888,31790.0
Nazarene Bible College,CO,38.944824,-104.803251,11.0,11760.0,11760.0,0.0,48.0,5.0,0.9056603773584906,0.21908671113391484,1.0,0.8420738974970202,11760.0
University of Northern Colorado,CO,40.410855,-104.692777,12.0,9918.0,21786.0,0.473,2115.0,91.0,0.9587488667271079,0.396613648024628,0.585805700988947,0.3575685339690107,15852.0
Pueblo Community College,CO,38.262124,-104.636258,12.0,5179.0,16262.0,0.2285,935.0,122.0,0.8845789971617786,0.17444843509492047,0.9115764979639325,0.8986889153754469,10720.5
Red Rocks Community College,CO,39.720277,-105.150094,12.0,4158.0,15246.0,0.2432,931.0,68.0,0.9319319319319319,0.1431503335043612,0.8970331588132635,0.698450536352801,9702.0
Regis University,CO,39.788175,-105.03075600000001,11.0,36810.0,36810.0,0.6912,1191.0,54.0,0.9566265060240964,0.8168291431503335,0.22454915648632925,0.38915375446960665,36810.0
Rocky Mountain College of Art and Design,CO,39.743320000000004,-105.069911,12.0,19020.0,19020.0,0.4105,147.0,15.0,0.9074074074074074,0.5089789635710621,0.6905177428737638,0.83611442193087,19020.0
Colorado State University-Pueblo,CO,38.30859,-104.579033,12.0,10408.0,26329.0,0.3229,905.0,56.0,0.9417273673257024,0.4899948691636737,0.8115183246073299,0.600119189511323,18368.5
United States Air Force Academy,CO,39.010957,-104.89135800000001,31.0,,,0.8331,,,,,0.08144269924374636,,
Western Colorado University,CO,38.549935999999995,-106.919132,33.0,10114.0,21586.0,0.48,362.0,17.0,0.9551451187335093,0.39610056439199587,0.5741710296684118,0.41120381406436235,15850.0
Albertus Magnus College,CT,41.332519,-72.92384799999999,12.0,32060.0,32060.0,0.7177,423.0,24.0,0.9463087248322147,0.7424320164186763,0.18848167539267016,0.5435041716328963,32060.0
Bais Binyomin Academy,NY,41.123013,-74.078802,21.0,8450.0,8450.0,0.5294,,,,0.1159569009748589,0.4927283304246655,,8450.0
University of Bridgeport,CT,41.164741,-73.190166,12.0,33055.0,33055.0,0.4162,574.0,35.0,0.9425287356321839,0.7614161108260646,0.6841186736474695,0.5870083432657927,33055.0
Central Connecticut State University,CT,41.692502000000005,-72.765991,21.0,10616.0,23124.0,0.5136,1968.0,66.0,0.967551622418879,0.4304771677783479,0.5194880744618965,0.20738974970202623,16870.0
Charter Oak State College,CT,41.688246,-72.767972,21.0,8301.0,10854.0,,343.0,25.0,0.9320652173913043,0.14109799897383274,,0.6960667461263409,9577.5
Connecticut College,CT,41.379833000000005,-72.107321,13.0,54820.0,54820.0,0.8111,283.0,15.0,0.9496644295302014,0.9810159055926116,0.09889470622454916,0.49523241954707986,54820.0
University of Connecticut,CT,41.809098,-72.249948,21.0,15730.0,38098.0,0.8455,4959.0,209.0,0.9595588235294118,0.64648537711647,0.07155322862129145,0.3426698450536353,26914.0
Goodwin College,CT,41.742977,-72.64031999999999,13.0,20898.0,20898.0,0.3988,680.0,28.0,0.96045197740113,0.5459209851205746,0.7056428155904596,0.3283671036948749,20898.0
Eastern Connecticut State University,CT,41.721672999999996,-72.218753,31.0,11356.0,23864.0,0.5770000000000001,1103.0,38.0,0.9666958808063103,0.46126218573627503,0.4130308318789994,0.22228843861740166,17610.0
Fairfield University,CT,41.157672999999996,-73.255903,21.0,48350.0,48350.0,0.8051,949.0,24.0,0.9753340184994861,0.9312467932272961,0.10296684118673648,0.10548271752085817,48350.0
University of Hartford,CT,41.798590999999995,-72.715213,12.0,40694.0,40694.0,0.5798,1205.0,28.0,0.9772911597729116,0.8624935864545921,0.4077952297847586,0.08402860548271752,40694.0
Holy Apostles College and Seminary,CT,41.60682,-72.647853,21.0,7870.0,7870.0,0.6,,,,0.10364289379168805,0.36300174520069806,,7870.0
Mitchell College,CT,41.328013,-72.09523,13.0,33200.0,33200.0,0.4514,189.0,8.0,0.9593908629441624,0.7639815289892252,0.627108784176847,0.34803337306317045,33200.0
University of New Haven,CT,41.291314,-72.961472,21.0,39270.0,39270.0,0.647,1173.0,16.0,0.9865433137089992,0.8460749102103643,0.2862129144851658,0.01966626936829559,39270.0
Paier College of Art Inc,CT,41.347714,-72.935048,21.0,17570.0,17570.0,0.6,42.0,7.0,0.8571428571428571,0.45920985120574653,0.36300174520069806,0.933253873659118,17570.0
Post University,CT,41.535548999999996,-73.081497,22.0,16610.0,16610.0,0.1959,841.0,63.0,0.9303097345132744,0.42072857875833763,0.9383362420011635,0.7091775923718713,16610.0
Quinnipiac University,CT,41.418915000000005,-72.89411700000001,21.0,47960.0,47960.0,0.7708,1166.0,27.0,0.9773679798826488,0.9286813750641355,0.13205351948807445,0.08343265792610251,47960.0
Sacred Heart University,CT,41.220893,-73.243332,21.0,41420.0,41420.0,0.6983,1151.0,46.0,0.9615705931495405,0.8717290918419702,0.21465968586387435,0.31227651966626935,41420.0
University of Saint Joseph,CT,41.781040999999995,-72.72965,21.0,38173.0,38173.0,0.6306,291.0,11.0,0.9635761589403974,0.8332478193945613,0.3164630599185573,0.2759237187127533,38173.0
Southern Connecticut State University,CT,41.333225,-72.947897,12.0,10954.0,23464.0,0.5052,1680.0,82.0,0.9534619750283768,0.44073884043099026,0.5317044793484584,0.43563766388557806,17209.0
Trinity College,CT,41.747451,-72.69088199999999,12.0,56910.0,56910.0,0.8443,310.0,12.0,0.9627329192546584,0.9984607491021037,0.07213496218731821,0.29141835518474374,56910.0
United States Coast Guard Academy,CT,41.375823,-72.10158299999999,13.0,,,0.8393,,,,,0.07504363001745201,,
Wesleyan University,CT,41.554665,-72.657146,13.0,54944.0,54944.0,0.8936,525.0,31.0,0.9442446043165468,0.982555156490508,0.03664921465968586,0.569129916567342,54944.0
Western Connecticut State University,CT,41.400365,-73.444264,13.0,10859.0,23367.0,0.4902,1045.0,53.0,0.9517304189435337,0.4371472550025654,0.5555555555555556,0.4636471990464839,17113.0
Yale University,CT,41.311158,-72.926688,12.0,53430.0,53430.0,0.966,601.0,50.0,0.9231950844854071,0.9671626475115443,0.0034904013961605585,0.7580452920143027,53430.0
Delaware Technical Community College-Terry,DE,39.198371,-75.56012,13.0,4904.0,11632.0,0.14300000000000002,526.0,37.0,0.9342806394316163,0.11287839917906618,0.970913321698662,0.6805721096543504,8268.0
